city,date,price
Monterey Park,2018-10,613000
Monterey Park,2018-11,631700
Monterey Park,2018-12,620800
Monterey Park,2019-01,626800
Monterey Park,2019-02,638200
Monterey Park,2019-03,674800
Monterey Park,2019-04,684700
Monterey Park,2019-05,663400
Monterey Park,2019-06,649100
Monterey Park,2019-07,645200
Monterey Park,2019-08,662900
Monterey Park,2019-09,662200
Monterey Park,2019-10,652600
Monterey Park,2019-11,633100
Monterey Park,2019-12,630100
Gilroy,2014-01,505600
Gilroy,2014-02,528600
Gilroy,2014-03,553600
Gilroy,2014-04,555200
Gilroy,2014-05,545800
Gilroy,2014-06,547100
Gilroy,2014-07,551900
Gilroy,2014-08,552600
Gilroy,2014-09,562100
Gilroy,2014-10,570200
Gilroy,2014-11,571100
Gilroy,2014-12,579400
Gilroy,2015-01,573300
Gilroy,2015-02,574700
Gilroy,2015-03,583900
Gilroy,2015-04,599400
Gilroy,2015-05,616600
Gilroy,2015-06,613200
Gilroy,2015-07,645000
Gilroy,2015-08,638900
Gilroy,2015-09,636000
Gilroy,2015-10,614600
Gilroy,2015-11,623300
Gilroy,2015-12,633200
Gilroy,2016-01,637200
Gilroy,2016-02,641700
Gilroy,2016-03,645100
Gilroy,2016-04,646600
Gilroy,2016-05,647000
Gilroy,2016-06,650000
Gilroy,2016-07,652500
Gilroy,2016-08,658900
Gilroy,2016-09,664200
Gilroy,2016-10,655300
Gilroy,2016-11,662800
Gilroy,2016-12,646300
Gilroy,2017-01,649500
Gilroy,2017-02,655400
Gilroy,2017-03,678100
Gilroy,2017-04,696500
Gilroy,2017-05,688800
Gilroy,2017-06,694800
Gilroy,2017-07,698000
Gilroy,2017-08,706600
Gilroy,2017-09,718100
Gilroy,2017-10,729300
Gilroy,2017-11,737600
Gilroy,2017-12,735000
Gilroy,2018-01,740700
Gilroy,2018-02,745000
Gilroy,2018-03,773400
Gilroy,2018-04,767900
Gilroy,2018-05,774800
Gilroy,2018-06,764100
Gilroy,2018-07,771000
Gilroy,2018-08,772100
Gilroy,2018-09,749500
Gilroy,2018-10,751100
Gilroy,2018-11,756100
Gilroy,2018-12,750000
Gilroy,2019-01,766600
Gilroy,2019-02,741900
Gilroy,2019-03,793300
Gilroy,2019-04,769200
Gilroy,2019-05,780700
Gilroy,2019-06,742800
Gilroy,2019-07,747000
Gilroy,2019-08,761100
Gilroy,2019-09,755300
Gilroy,2019-10,760200
Gilroy,2019-11,775500
Gilroy,2019-12,774200
National City,2016-11,359800
National City,2016-12,359500
National City,2017-01,364900
National City,2017-02,370200
National City,2017-03,385400
National City,2017-04,383300
National City,2017-05,378500
National City,2017-06,371400
National City,2017-07,372000
National City,2017-08,377400
National City,2017-09,388400
National City,2017-10,388400
National City,2017-11,387600
National City,2017-12,389100
National City,2018-01,395200
National City,2018-02,402000
National City,2018-03,401100
National City,2018-04,411300
National City,2018-05,416300
National City,2018-06,415600
National City,2018-07,416100
National City,2018-08,410500
National City,2018-09,415000
National City,2018-10,411500
National City,2018-11,420400
National City,2018-12,421600
National City,2019-01,400700
National City,2019-02,390900
National City,2019-03,391100
National City,2019-04,420700
National City,2019-05,427100
National City,2019-06,432500
National City,2019-07,437100
National City,2019-08,442200
National City,2019-09,456900
National City,2019-10,455800
National City,2019-11,467200
Azusa,2014-01,330600
Azusa,2014-02,334700
Azusa,2014-03,327000
Azusa,2014-04,313500
Azusa,2014-05,314300
Azusa,2014-06,322600
Azusa,2014-07,320700
Azusa,2014-08,329000
Azusa,2014-09,331900
Azusa,2014-10,345100
Azusa,2014-11,346800
Azusa,2014-12,341000
Azusa,2015-01,339300
Azusa,2015-02,339700
Azusa,2015-03,345300
Azusa,2015-04,345800
Azusa,2015-05,344200
Azusa,2015-06,346500
Azusa,2015-07,347900
Azusa,2015-08,350900
Azusa,2015-09,355400
Azusa,2015-10,355600
Azusa,2015-11,357400
Azusa,2015-12,360300
Azusa,2016-01,361300
Azusa,2016-02,369700
Azusa,2016-03,375200
Azusa,2016-04,378900
Azusa,2016-05,371100
Azusa,2016-06,372600
Azusa,2016-07,386800
Azusa,2016-08,390600
Azusa,2016-09,387400
Azusa,2016-10,375600
Azusa,2016-11,378300
Azusa,2016-12,377000
Azusa,2017-01,389800
Azusa,2017-02,386900
Azusa,2017-03,397600
Azusa,2017-04,398200
Azusa,2017-05,410900
Azusa,2017-06,412900
Azusa,2017-07,413200
Azusa,2017-08,411500
Azusa,2017-09,406400
Azusa,2017-10,417500
Azusa,2017-11,417600
Azusa,2017-12,431000
Azusa,2018-01,423500
Azusa,2018-02,422600
Azusa,2018-03,428100
Azusa,2018-04,433500
Azusa,2018-05,438200
Azusa,2018-06,430100
Azusa,2018-07,431200
Azusa,2018-08,436500
Azusa,2018-09,447000
Azusa,2018-10,453800
Azusa,2018-11,460000
Azusa,2018-12,450600
Azusa,2019-01,460800
Azusa,2019-02,463200
Azusa,2019-03,466900
Azusa,2019-04,448800
Azusa,2019-05,458600
Azusa,2019-06,466900
Azusa,2019-07,480900
Azusa,2019-08,470900
Azusa,2019-09,471600
Azusa,2019-10,461300
Azusa,2019-11,462100
Azusa,2019-12,456900
Gardena,2014-01,359700
Gardena,2014-02,366700
Gardena,2014-03,375600
Gardena,2014-04,371500
Gardena,2014-05,365600
Gardena,2014-06,377200
Gardena,2014-07,376700
Gardena,2014-08,381600
Gardena,2014-09,363300
Gardena,2014-10,377200
Gardena,2014-11,383000
Gardena,2014-12,390100
Gardena,2015-01,396300
Gardena,2015-02,376400
Gardena,2015-03,381800
Gardena,2015-04,379000
Gardena,2015-05,405400
Gardena,2015-06,405900
Gardena,2015-07,406900
Gardena,2015-08,399600
Gardena,2015-09,413600
Gardena,2015-10,408600
Gardena,2015-11,414700
Gardena,2015-12,406800
Gardena,2016-01,432600
Gardena,2016-02,428800
Gardena,2016-03,425400
Gardena,2016-04,409400
Gardena,2016-05,406200
Gardena,2016-06,408700
Gardena,2016-07,406400
Gardena,2016-08,433800
Gardena,2016-09,438300
Gardena,2016-10,451800
Gardena,2016-11,456200
Gardena,2016-12,454900
Gardena,2017-01,442400
Gardena,2017-02,438800
Gardena,2017-03,441600
Gardena,2017-04,475000
Gardena,2017-05,488800
Gardena,2017-06,505200
Gardena,2017-07,500500
Gardena,2017-08,488500
Gardena,2017-09,460700
Gardena,2017-10,451600
Gardena,2017-11,458400
Gardena,2017-12,493800
Gardena,2018-01,497900
Gardena,2018-02,505400
Gardena,2018-03,505200
Gardena,2018-04,505300
Gardena,2018-05,511700
Gardena,2018-06,513800
Gardena,2018-07,531800
Gardena,2018-08,539600
Gardena,2018-09,553300
Gardena,2018-10,554300
Gardena,2018-11,549800
Gardena,2018-12,570600
Gardena,2019-01,562200
Gardena,2019-02,576500
Gardena,2019-03,542600
Gardena,2019-04,549800
Gardena,2019-05,534800
Gardena,2019-06,564300
Gardena,2019-07,576900
Gardena,2019-08,572500
Gardena,2019-09,546300
Gardena,2019-10,516300
Gardena,2019-11,526500
Gardena,2019-12,540500
Cupertino,2014-08,1537100
Cupertino,2014-09,1480000
Cupertino,2014-10,1558000
Cupertino,2014-11,1540600
Cupertino,2014-12,1590300
Cupertino,2015-01,1406700
Cupertino,2015-02,1446300
Cupertino,2015-03,1409700
Cupertino,2015-04,1579600
Cupertino,2015-05,1599900
Cupertino,2015-06,1651700
Cupertino,2015-07,1647100
Cupertino,2015-08,1730100
Cupertino,2015-09,1762700
Cupertino,2015-10,1754300
Cupertino,2015-11,1706200
Cupertino,2015-12,1668200
Cupertino,2016-01,1666800
Cupertino,2016-02,1543200
Cupertino,2016-03,1552400
Cupertino,2016-04,1572300
Cupertino,2016-05,1659500
Cupertino,2016-06,1652300
Cupertino,2016-07,1646100
Cupertino,2016-08,1598900
Cupertino,2016-09,1618500
Cupertino,2016-10,1584600
Cupertino,2016-11,1689200
Cupertino,2016-12,1645000
Cupertino,2017-01,1673900
Cupertino,2017-02,1646500
Cupertino,2017-03,1740400
Cupertino,2017-04,1776400
Cupertino,2017-05,1780300
Cupertino,2017-06,1686500
Cupertino,2017-07,1676200
Cupertino,2017-08,1762000
Cupertino,2017-09,1844500
Cupertino,2017-10,1900000
Cupertino,2017-11,1784300
Cupertino,2017-12,1889200
Cupertino,2018-01,2004200
Cupertino,2018-02,2087900
Cupertino,2018-03,2165000
Cupertino,2018-04,2070400
Cupertino,2018-05,2124500
Cupertino,2018-06,2165800
Cupertino,2018-07,2172500
Cupertino,2018-08,2118900
Cupertino,2018-09,1967800
Cupertino,2018-10,2174600
Cupertino,2018-11,2187500
Cupertino,2018-12,2028700
Cupertino,2019-01,1827100
Cupertino,2019-02,1773900
Cupertino,2019-03,1854800
Cupertino,2019-04,1889400
Cupertino,2019-05,1897000
Cupertino,2019-06,1998100
Cupertino,2019-07,1940800
Cupertino,2019-08,2049000
Cupertino,2019-09,1898400
Cupertino,2019-10,1878300
Cupertino,2019-11,1700300
Cupertino,2019-12,1845800
Carmichael,2014-01,298900
Carmichael,2014-02,297500
Carmichael,2014-03,290600
Carmichael,2014-04,281100
Carmichael,2014-05,295000
Carmichael,2014-06,289900
Carmichael,2014-07,295700
Carmichael,2014-08,286200
Carmichael,2014-09,293100
Carmichael,2014-10,299800
Carmichael,2014-11,297900
Carmichael,2014-12,323500
Carmichael,2015-01,323600
Carmichael,2015-02,333600
Carmichael,2015-03,319700
Carmichael,2015-04,322200
Carmichael,2015-05,318000
Carmichael,2015-06,311700
Carmichael,2015-07,305200
Carmichael,2015-08,309200
Carmichael,2015-09,314000
Carmichael,2015-10,314500
Carmichael,2015-11,316100
Carmichael,2015-12,311700
Carmichael,2016-01,317200
Carmichael,2016-02,313800
Carmichael,2016-03,319600
Carmichael,2016-04,318100
Carmichael,2016-05,319300
Carmichael,2016-06,323100
Carmichael,2016-07,334100
Carmichael,2016-08,343500
Carmichael,2016-09,343500
Carmichael,2016-10,343400
Carmichael,2016-11,348900
Carmichael,2016-12,344600
Carmichael,2017-01,335400
Carmichael,2017-02,328300
Carmichael,2017-03,331200
Carmichael,2017-04,340300
Carmichael,2017-05,348700
Carmichael,2017-06,362100
Carmichael,2017-07,364300
Carmichael,2017-08,359100
Carmichael,2017-09,359000
Carmichael,2017-10,363200
Carmichael,2017-11,367000
Carmichael,2017-12,372700
Carmichael,2018-01,380200
Carmichael,2018-02,392200
Carmichael,2018-03,389400
Carmichael,2018-04,395500
Carmichael,2018-05,389300
Carmichael,2018-06,401100
Carmichael,2018-07,393300
Carmichael,2018-08,393600
Carmichael,2018-09,392600
Carmichael,2018-10,386700
Carmichael,2018-11,396900
Carmichael,2018-12,390100
Carmichael,2019-01,398100
Carmichael,2019-02,397200
Carmichael,2019-03,400900
Carmichael,2019-04,399800
Carmichael,2019-05,392600
Carmichael,2019-06,383300
Carmichael,2019-07,382200
Carmichael,2019-08,391800
Carmichael,2019-09,407600
Carmichael,2019-10,403900
Carmichael,2019-11,406700
Carmichael,2019-12,397300
Lompoc,2014-01,225700
Lompoc,2014-02,219100
Lompoc,2014-03,215600
Lompoc,2014-04,226800
Lompoc,2014-05,246500
Lompoc,2014-06,249600
Lompoc,2014-07,250800
Lompoc,2014-08,244600
Lompoc,2014-09,250700
Lompoc,2014-10,263600
Lompoc,2014-11,285700
Lompoc,2014-12,288700
Lompoc,2015-01,287600
Lompoc,2015-02,274200
Lompoc,2015-03,282700
Lompoc,2015-04,282500
Lompoc,2015-05,287100
Lompoc,2015-06,292600
Lompoc,2015-07,306400
Lompoc,2015-08,305700
Lompoc,2015-09,294100
Lompoc,2015-10,284700
Lompoc,2015-11,286900
Lompoc,2015-12,291900
Lompoc,2016-01,296500
Lompoc,2016-02,296100
Lompoc,2016-03,300000
Lompoc,2016-04,300500
Lompoc,2016-05,305000
Lompoc,2016-06,303800
Lompoc,2016-07,302100
Lompoc,2016-08,312700
Lompoc,2016-09,315600
Lompoc,2016-10,318200
Lompoc,2016-11,315100
Lompoc,2016-12,320400
Lompoc,2017-01,320000
Lompoc,2017-02,317800
Lompoc,2017-03,319800
Lompoc,2017-04,327200
Lompoc,2017-05,330100
Lompoc,2017-06,331500
Lompoc,2017-07,331000
Lompoc,2017-08,329600
Lompoc,2017-09,329300
Lompoc,2017-10,333200
Lompoc,2017-11,329400
Lompoc,2017-12,330900
Lompoc,2018-01,330500
Lompoc,2018-02,350100
Lompoc,2018-03,347700
Lompoc,2018-04,346500
Lompoc,2018-05,333600
Lompoc,2018-06,339400
Lompoc,2018-07,345900
Lompoc,2018-08,351700
Lompoc,2018-09,359800
Lompoc,2018-10,351700
Lompoc,2018-11,352500
Lompoc,2018-12,334400
Lompoc,2019-01,346400
Lompoc,2019-02,346600
Lompoc,2019-03,357500
Lompoc,2019-04,364000
Lompoc,2019-05,357600
Lompoc,2019-06,359800
Lompoc,2019-07,357100
Lompoc,2019-08,374400
Lompoc,2019-09,369100
Lompoc,2019-10,362000
Lompoc,2019-11,355800
Fountain Valley,2014-01,591000
Fountain Valley,2014-02,602300
Fountain Valley,2014-03,637200
Fountain Valley,2014-04,628000
Fountain Valley,2014-05,634100
Fountain Valley,2014-06,627800
Fountain Valley,2014-07,639500
Fountain Valley,2014-08,639200
Fountain Valley,2014-09,647600
Fountain Valley,2014-10,636100
Fountain Valley,2014-11,595500
Fountain Valley,2014-12,597500
Fountain Valley,2015-01,614000
Fountain Valley,2015-02,659400
Fountain Valley,2015-03,647100
Fountain Valley,2015-04,648400
Fountain Valley,2015-05,646200
Fountain Valley,2015-06,638700
Fountain Valley,2015-07,646000
Fountain Valley,2015-08,638500
Fountain Valley,2015-09,672500
Fountain Valley,2015-10,657600
Fountain Valley,2015-11,678700
Fountain Valley,2015-12,650100
Fountain Valley,2016-01,651300
Fountain Valley,2016-02,627200
Fountain Valley,2016-03,670900
Fountain Valley,2016-04,678700
Fountain Valley,2016-05,703800
Fountain Valley,2016-06,688400
Fountain Valley,2016-07,684300
Fountain Valley,2016-08,685100
Fountain Valley,2016-09,684300
Fountain Valley,2016-10,681900
Fountain Valley,2016-11,689400
Fountain Valley,2016-12,707500
Fountain Valley,2017-01,706200
Fountain Valley,2017-02,708900
Fountain Valley,2017-03,710300
Fountain Valley,2017-04,726100
Fountain Valley,2017-05,688900
Fountain Valley,2017-06,683300
Fountain Valley,2017-07,678600
Fountain Valley,2017-08,664400
Fountain Valley,2017-09,674400
Fountain Valley,2017-10,697600
Fountain Valley,2017-11,752900
Fountain Valley,2017-12,751400
Fountain Valley,2018-01,734100
Fountain Valley,2018-02,746100
Fountain Valley,2018-03,751500
Fountain Valley,2018-04,761300
Fountain Valley,2018-05,751600
Fountain Valley,2018-06,760600
Fountain Valley,2018-07,752900
Fountain Valley,2018-08,770600
Fountain Valley,2018-09,775600
Fountain Valley,2018-10,794400
Fountain Valley,2018-11,785200
Fountain Valley,2018-12,790900
Fountain Valley,2019-01,800500
Fountain Valley,2019-02,812600
Fountain Valley,2019-03,809400
Fountain Valley,2019-04,814200
Fountain Valley,2019-05,807300
Fountain Valley,2019-06,815400
Fountain Valley,2019-07,814200
Fountain Valley,2019-08,823800
Fountain Valley,2019-09,821400
Fountain Valley,2019-10,818400
Fountain Valley,2019-11,835400
Fountain Valley,2019-12,845600
Rocklin,2014-01,357000
Rocklin,2014-02,355400
Rocklin,2014-03,359900
Rocklin,2014-04,358700
Rocklin,2014-05,366100
Rocklin,2014-06,365700
Rocklin,2014-07,373000
Rocklin,2014-08,382900
Rocklin,2014-09,392500
Rocklin,2014-10,395900
Rocklin,2014-11,378700
Rocklin,2014-12,376200
Rocklin,2015-01,377800
Rocklin,2015-02,395600
Rocklin,2015-03,398200
Rocklin,2015-04,394100
Rocklin,2015-05,386300
Rocklin,2015-06,385800
Rocklin,2015-07,385000
Rocklin,2015-08,386100
Rocklin,2015-09,380900
Rocklin,2015-10,384700
Rocklin,2015-11,392300
Rocklin,2015-12,396000
Rocklin,2016-01,398500
Rocklin,2016-02,394500
Rocklin,2016-03,399400
Rocklin,2016-04,413200
Rocklin,2016-05,424500
Rocklin,2016-06,429100
Rocklin,2016-07,421600
Rocklin,2016-08,421400
Rocklin,2016-09,427300
Rocklin,2016-10,436400
Rocklin,2016-11,426600
Rocklin,2016-12,423400
Rocklin,2017-01,418800
Rocklin,2017-02,439400
Rocklin,2017-03,441300
Rocklin,2017-04,448600
Rocklin,2017-05,445500
Rocklin,2017-06,449000
Rocklin,2017-07,448700
Rocklin,2017-08,452200
Rocklin,2017-09,450000
Rocklin,2017-10,444200
Rocklin,2017-11,445800
Rocklin,2017-12,459500
Rocklin,2018-01,469100
Rocklin,2018-02,469200
Rocklin,2018-03,468200
Rocklin,2018-04,474400
Rocklin,2018-05,492400
Rocklin,2018-06,494700
Rocklin,2018-07,499700
Rocklin,2018-08,486200
Rocklin,2018-09,484800
Rocklin,2018-10,482100
Rocklin,2018-11,475200
Rocklin,2018-12,471300
Rocklin,2019-01,471200
Rocklin,2019-02,494300
Rocklin,2019-03,497700
Rocklin,2019-04,499700
Rocklin,2019-05,497700
Rocklin,2019-06,500400
Rocklin,2019-07,501000
Rocklin,2019-08,490500
Rocklin,2019-09,496700
Rocklin,2019-10,500600
Rocklin,2019-11,502200
Rocklin,2019-12,506100
Colton,2014-01,173100
Colton,2014-02,176400
Colton,2014-03,177200
Colton,2014-04,176600
Colton,2014-05,168400
Colton,2014-06,175200
Colton,2014-07,183600
Colton,2014-08,194900
Colton,2014-09,192500
Colton,2014-10,190700
Colton,2014-11,189500
Colton,2014-12,199100
Colton,2015-01,202900
Colton,2015-02,220500
Colton,2015-03,212900
Colton,2015-04,213900
Colton,2015-05,204400
Colton,2015-06,212600
Colton,2015-07,213200
Colton,2015-08,212100
Colton,2015-09,210800
Colton,2015-10,211800
Colton,2015-11,219800
Colton,2015-12,218800
Colton,2016-01,228300
Colton,2016-02,221100
Colton,2016-03,230800
Colton,2016-04,230800
Colton,2016-05,242000
Colton,2016-06,238700
Colton,2016-07,234700
Colton,2016-08,228400
Colton,2016-09,237900
Colton,2016-10,243700
Colton,2016-11,245900
Colton,2016-12,247100
Colton,2017-01,248600
Colton,2017-02,253000
Colton,2017-03,246100
Colton,2017-04,246100
Colton,2017-05,242100
Colton,2017-06,256200
Colton,2017-07,260400
Colton,2017-08,275500
Colton,2017-09,266800
Colton,2017-10,275700
Colton,2017-11,274900
Colton,2017-12,278300
Colton,2018-01,270800
Colton,2018-02,271900
Colton,2018-03,285700
Colton,2018-04,288700
Colton,2018-05,290400
Colton,2018-06,285200
Colton,2018-07,286700
Colton,2018-08,292200
Colton,2018-09,306000
Colton,2018-10,313900
Colton,2018-11,299000
Colton,2018-12,292300
Colton,2019-01,277300
Colton,2019-02,293300
Colton,2019-03,280000
Colton,2019-04,283500
Colton,2019-05,279500
Colton,2019-06,290800
Colton,2019-07,301600
Colton,2019-08,312000
El Centro,2014-01,164800
El Centro,2014-02,165400
El Centro,2014-03,168600
El Centro,2014-04,169500
El Centro,2014-05,189500
El Centro,2014-06,191500
El Centro,2014-07,186500
El Centro,2014-08,176600
El Centro,2014-09,180800
El Centro,2014-10,195000
El Centro,2014-11,211400
El Centro,2014-12,206900
El Centro,2015-01,198300
El Centro,2015-02,174000
El Centro,2015-03,171800
El Centro,2015-04,166900
El Centro,2015-05,175700
El Centro,2015-06,188000
El Centro,2015-07,195900
El Centro,2015-08,204300
El Centro,2015-09,200300
El Centro,2015-10,202800
El Centro,2015-11,193500
El Centro,2015-12,196800
El Centro,2016-01,181600
El Centro,2016-02,199600
El Centro,2016-03,196500
El Centro,2016-04,217200
El Centro,2016-05,225700
El Centro,2016-06,227000
El Centro,2016-07,233400
El Centro,2016-08,216700
El Centro,2016-09,222700
El Centro,2016-10,213700
El Centro,2016-11,223800
El Centro,2016-12,225600
El Centro,2017-01,227100
El Centro,2017-02,223600
El Centro,2017-03,231900
El Centro,2017-04,239400
El Centro,2017-05,240100
El Centro,2017-06,217600
El Centro,2017-07,217000
El Centro,2017-08,204400
El Centro,2017-09,216500
El Centro,2017-10,223600
El Centro,2017-11,236500
El Centro,2017-12,235600
El Centro,2018-01,235700
El Centro,2018-02,258400
El Centro,2018-03,258700
El Centro,2018-04,255300
El Centro,2018-05,222900
El Centro,2018-06,235800
El Centro,2018-07,235300
El Centro,2018-08,247800
El Centro,2018-09,238400
El Centro,2018-10,235800
El Centro,2018-11,234200
El Centro,2018-12,227800
El Centro,2019-01,224900
El Centro,2019-02,241800
El Centro,2019-03,260500
El Centro,2019-04,265700
El Centro,2019-05,257900
El Centro,2019-06,246500
El Centro,2019-07,246900
El Centro,2019-08,236500
El Centro,2019-09,238600
El Centro,2019-10,255000
El Centro,2019-11,261400
Santee,2014-01,374600
Santee,2014-02,365600
Santee,2014-03,372600
Santee,2014-04,373400
Santee,2014-05,368400
Santee,2014-06,359800
Santee,2014-07,361500
Santee,2014-08,366300
Santee,2014-09,387700
Santee,2014-10,378600
Santee,2014-11,373800
Santee,2014-12,361300
Santee,2015-01,375000
Santee,2015-02,375800
Santee,2015-03,377200
Santee,2015-04,377100
Santee,2015-05,380300
Santee,2015-06,393900
Santee,2015-07,390900
Santee,2015-08,393100
Santee,2015-09,395600
Santee,2015-10,397800
Santee,2015-11,404000
Santee,2015-12,404100
Santee,2016-01,402000
Santee,2016-02,406500
Santee,2016-03,404400
Santee,2016-04,409500
Santee,2016-05,406200
Santee,2016-06,406600
Santee,2016-07,418900
Santee,2016-08,421600
Santee,2016-09,427300
Santee,2016-10,428700
Santee,2016-11,435400
Santee,2016-12,443600
Santee,2017-01,434100
Santee,2017-02,434900
Santee,2017-03,436100
Santee,2017-04,448100
Santee,2017-05,449300
Santee,2017-06,444800
Santee,2017-07,442400
Santee,2017-08,445100
Santee,2017-09,449000
Santee,2017-10,460500
Santee,2017-11,462800
Santee,2017-12,471400
Santee,2018-01,472400
Santee,2018-02,475200
Santee,2018-03,480300
Santee,2018-04,479400
Santee,2018-05,485700
Santee,2018-06,481700
Santee,2018-07,494400
Santee,2018-08,491200
Santee,2018-09,492900
Santee,2018-10,490100
Santee,2018-11,499900
Santee,2018-12,505900
Santee,2019-01,500300
Santee,2019-02,487300
Santee,2019-03,483400
Santee,2019-04,481400
Santee,2019-05,478900
Santee,2019-06,472800
Santee,2019-07,475300
Santee,2019-08,493500
Santee,2019-09,496800
Santee,2019-10,505200
Santee,2019-11,507300
Paramount,2014-01,239200
Paramount,2014-02,243800
Paramount,2014-03,232800
Paramount,2014-04,228900
Paramount,2014-05,235900
Paramount,2014-06,251800
Paramount,2014-07,249700
Paramount,2014-08,271400
Paramount,2014-09,262400
Paramount,2014-10,260300
Paramount,2014-11,241300
Paramount,2014-12,247000
Paramount,2015-01,264600
Paramount,2015-02,262000
Paramount,2015-03,271900
Paramount,2015-04,264700
Paramount,2015-05,262900
Paramount,2015-06,253000
Paramount,2015-07,261800
Paramount,2015-08,264500
Paramount,2015-09,297600
Paramount,2015-10,293900
Paramount,2015-11,309700
Paramount,2015-12,284900
Paramount,2016-01,289800
Paramount,2016-02,273100
Paramount,2016-03,279400
Paramount,2016-04,286500
Paramount,2016-05,295100
Paramount,2016-06,283800
Paramount,2016-07,277200
Paramount,2016-08,288400
Paramount,2016-09,294800
Paramount,2016-10,312400
Paramount,2016-11,291700
Paramount,2016-12,296100
Paramount,2017-01,274400
Paramount,2017-02,298700
Paramount,2017-03,337700
Paramount,2017-04,355900
Paramount,2017-05,343800
Paramount,2017-06,327900
Paramount,2017-07,327200
Paramount,2017-08,344800
Paramount,2017-09,340400
Paramount,2017-10,319100
Paramount,2017-11,318400
Paramount,2017-12,309300
Paramount,2018-01,352500
Paramount,2018-02,355000
Paramount,2018-03,358800
Paramount,2018-04,339200
Paramount,2018-05,334600
Paramount,2018-06,343000
Paramount,2018-07,358400
Paramount,2018-08,364400
Paramount,2018-09,372000
Paramount,2018-10,369000
Paramount,2018-11,364900
Paramount,2018-12,363800
Paramount,2019-01,385300
Paramount,2019-02,395500
Paramount,2019-03,376600
Paramount,2019-04,348600
Paramount,2019-05,335500
Paramount,2019-06,350100
Paramount,2019-07,344000
Paramount,2019-08,348200
Glendora,2014-01,465500
Glendora,2014-02,471000
Glendora,2014-03,459200
Glendora,2014-04,450800
Glendora,2014-05,455000
Glendora,2014-06,461200
Glendora,2014-07,473500
Glendora,2014-08,467700
Glendora,2014-09,463400
Glendora,2014-10,454900
Glendora,2014-11,459300
Glendora,2014-12,479800
Glendora,2015-01,485500
Glendora,2015-02,500400
Glendora,2015-03,506900
Glendora,2015-04,508500
Glendora,2015-05,496200
Glendora,2015-06,487300
Glendora,2015-07,478200
Glendora,2015-08,488700
Glendora,2015-09,495800
Glendora,2015-10,543000
Glendora,2015-11,559600
Glendora,2015-12,551800
Glendora,2016-01,515900
Glendora,2016-02,518600
Glendora,2016-03,536600
Glendora,2016-04,541300
Glendora,2016-05,526200
Glendora,2016-06,516900
Glendora,2016-07,532500
Glendora,2016-08,541000
Glendora,2016-09,537400
Glendora,2016-10,526600
Glendora,2016-11,547600
Glendora,2016-12,544900
Glendora,2017-01,533800
Glendora,2017-02,498900
Glendora,2017-03,501100
Glendora,2017-04,515200
Glendora,2017-05,530600
Glendora,2017-06,537100
Glendora,2017-07,527700
Glendora,2017-08,534600
Glendora,2017-09,545800
Glendora,2017-10,576200
Glendora,2017-11,572100
Glendora,2017-12,574100
Glendora,2018-01,570100
Glendora,2018-02,573200
Glendora,2018-03,585900
Glendora,2018-04,595500
Glendora,2018-05,605700
Glendora,2018-06,600000
Glendora,2018-07,598000
Glendora,2018-08,591200
Glendora,2018-09,607400
Glendora,2018-10,595000
Glendora,2018-11,607700
Glendora,2018-12,601200
Glendora,2019-01,596700
Glendora,2019-02,584400
Glendora,2019-03,563500
Glendora,2019-04,594800
Glendora,2019-05,594400
Glendora,2019-06,616400
Glendora,2019-07,583100
Glendora,2019-08,597100
Glendora,2019-09,612700
Glendora,2019-10,638300
Glendora,2019-11,635400
Glendora,2019-12,627000
Danville,2014-01,947000
Danville,2014-02,953400
Danville,2014-03,959400
Danville,2014-04,976000
Danville,2014-05,989700
Danville,2014-06,970100
Danville,2014-07,972100
Danville,2014-08,958500
Danville,2014-09,992100
Danville,2014-10,1017000
Danville,2014-11,1010600
Danville,2014-12,987200
Danville,2015-01,974000
Danville,2015-02,991600
Danville,2015-03,1009200
Danville,2015-04,1013700
Danville,2015-05,995200
Danville,2015-06,1001500
Danville,2015-07,1022000
Danville,2015-08,1067700
Danville,2015-09,1078500
Danville,2015-10,1092500
Danville,2015-11,1084300
Danville,2015-12,1089200
Danville,2016-01,1110700
Danville,2016-02,1109200
Danville,2016-03,1080600
Danville,2016-04,1065200
Danville,2016-05,1075800
Danville,2016-06,1112000
Danville,2016-07,1109600
Danville,2016-08,1093100
Danville,2016-09,1090000
Danville,2016-10,1077800
Danville,2016-11,1086700
Danville,2016-12,1096100
Danville,2017-01,1108100
Danville,2017-02,1123700
Danville,2017-03,1114100
Danville,2017-04,1121700
Danville,2017-05,1137900
Danville,2017-06,1172300
Danville,2017-07,1184200
Danville,2017-08,1190800
Danville,2017-09,1155600
Danville,2017-10,1143200
Danville,2017-11,1149400
Danville,2017-12,1191800
Danville,2018-01,1210200
Danville,2018-02,1259900
Danville,2018-03,1258700
Danville,2018-04,1284200
Danville,2018-05,1242500
Danville,2018-06,1253000
Danville,2018-07,1244100
Danville,2018-08,1249400
Danville,2018-09,1255800
Danville,2018-10,1276600
Danville,2018-11,1215900
Danville,2018-12,1190300
Danville,2019-01,1199000
Danville,2019-02,1278500
Danville,2019-03,1302900
Danville,2019-04,1281400
Danville,2019-05,1262100
Danville,2019-06,1231400
Danville,2019-07,1203100
Danville,2019-08,1205200
Danville,2019-09,1250000
Danville,2019-10,1302600
Danville,2019-11,1315300
Danville,2019-12,1318400
